order_id,customer_id,city,gender,age_group,channel,is_subscriber,order_date,product_name,category,unit_price,quantity,revenue,discount_pct,returned
ORD004399,CUST02602,Mumbai,Male,45+,Instagram Ad,No,2023-01-12,Cat Treats - Tuna,Pet Care,249,1,249,10,No
ORD005331,CUST02994,Pune,Male,25-30,Instagram Ad,No,2023-01-12,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No
ORD002514,CUST01160,Hyderabad,Male,25-30,Referral,No,2023-01-12,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD000532,CUST00904,Chennai,Other,25-30,Google Ad,Yes,2023-01-12,Sanitary Pads - Regular,Wellness,199,2,398,10,No
ORD001362,CUST02360,Delhi,Other,31-35,Instagram Ad,No,2023-01-12,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD002554,CUST00222,Mumbai,Other,31-35,Organic Search,Yes,2023-01-12,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No
ORD004322,CUST00366,Pune,Other,25-30,Instagram Ad,No,2023-01-12,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No
ORD000188,CUST01952,Mumbai,Other,18-24,Organic Search,No,2023-01-13,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD005177,CUST01149,Delhi,Male,25-30,Google Ad,No,2023-01-13,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD000851,CUST02169,Mumbai,Male,25-30,Instagram Ad,No,2023-01-13,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004438,CUST01028,Pune,Female,36-45,Google Ad,No,2023-01-13,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD002627,CUST01907,Pune,Female,25-30,Referral,No,2023-01-13,Protein Bar - Dark Chocolate,Nutrition,180,1,180,15,No
ORD007181,CUST00903,Jaipur,Male,36-45,Organic Search,Yes,2023-01-13,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD007812,CUST02049,Mumbai,Female,25-30,Google Ad,No,2023-01-13,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD000641,CUST02213,Mumbai,Male,25-30,Influencer,No,2023-01-13,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No
ORD000101,CUST00596,Kolkata,Female,36-45,Influencer,No,2023-01-13,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD007007,CUST00913,Lucknow,Other,25-30,Referral,No,2023-01-13,Shampoo - Anti Dandruff,Haircare,349,3,1047,5,No
ORD004111,CUST00299,Pune,Male,25-30,Instagram Ad,No,2023-01-13,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No
ORD006903,CUST01998,Kolkata,Female,31-35,Organic Search,Yes,2023-01-13,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD000530,CUST00661,Mumbai,Other,25-30,Referral,No,2023-01-13,Protein Bar - Dark Chocolate,Nutrition,180,1,180,10,No
ORD003009,CUST01121,Bangalore,Female,18-24,Google Ad,No,2023-01-13,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD005285,CUST00666,Kolkata,Male,25-30,Instagram Ad,No,2023-01-13,Protein Bar - Dark Chocolate,Nutrition,180,1,180,15,No
ORD004569,CUST01084,Pune,Other,25-30,Google Ad,Yes,2023-01-13,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD007716,CUST00480,Pune,Male,36-45,Google Ad,No,2023-01-13,Protein Bar - Coffee,Nutrition,180,2,360,10,No
ORD002860,CUST01333,Bangalore,Female,25-30,Instagram Ad,No,2023-01-13,Sanitary Pads - Heavy Flow,Wellness,249,1,249,10,No
ORD001850,CUST00505,Ahmedabad,Female,25-30,Instagram Ad,No,2023-01-13,Moisturiser SPF 50,Skincare,499,1,499,10,No
ORD000492,CUST02955,Delhi,Female,25-30,Referral,No,2023-01-13,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD005821,CUST00865,Hyderabad,Male,25-30,Organic Search,No,2023-01-14,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD001257,CUST00911,Ahmedabad,Female,18-24,Google Ad,No,2023-01-14,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,No
ORD007622,CUST00327,Kolkata,Other,31-35,Organic Search,No,2023-01-14,Protein Bar - Dark Chocolate,Nutrition,180,3,540,5,No
ORD003174,CUST00165,Delhi,Male,25-30,Organic Search,No,2023-01-14,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004466,CUST01191,Lucknow,Other,25-30,Referral,Yes,2023-01-14,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD006595,CUST01754,Mumbai,Female,18-24,Google Ad,No,2023-01-14,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No
ORD005294,CUST01140,Hyderabad,Other,31-35,Influencer,No,2023-01-14,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD003634,CUST01066,Kolkata,Male,18-24,Google Ad,No,2023-01-14,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD005846,CUST02343,Pune,Male,31-35,Referral,Yes,2023-01-14,Vitamin C Serum,Skincare,599,2,1198,0,No
ORD006706,CUST01927,Mumbai,Other,18-24,Google Ad,No,2023-01-14,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD001232,CUST00313,Pune,Male,36-45,Referral,No,2023-01-14,Sanitary Pads - Heavy Flow,Wellness,249,2,498,10,No
ORD007506,CUST01342,Lucknow,Male,25-30,Organic Search,No,2023-01-15,Protein Bar - Coffee,Nutrition,180,1,180,15,No
ORD003140,CUST00282,Bangalore,Other,31-35,Instagram Ad,No,2023-01-15,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD003646,CUST02132,Mumbai,Female,25-30,Google Ad,No,2023-01-15,Protein Bar - Coffee,Nutrition,180,3,540,0,No
ORD007171,CUST01546,Mumbai,Male,25-30,Instagram Ad,No,2023-01-15,Moisturiser SPF 50,Skincare,499,3,1497,5,No
ORD004937,CUST00238,Pune,Male,36-45,Organic Search,No,2023-01-15,Moisturiser SPF 50,Skincare,499,3,1497,0,No
ORD000501,CUST02262,Mumbai,Female,25-30,Google Ad,No,2023-01-15,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No
ORD006739,CUST01699,Delhi,Female,25-30,Google Ad,No,2023-01-15,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD006227,CUST00134,Bangalore,Male,45+,Referral,No,2023-01-16,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004436,CUST00975,Kolkata,Other,18-24,Google Ad,No,2023-01-16,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD005534,CUST01303,Mumbai,Female,36-45,Influencer,Yes,2023-01-16,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD001837,CUST02103,Delhi,Female,25-30,Google Ad,No,2023-01-16,Protein Bar - Coffee,Nutrition,180,1,180,10,No
ORD005379,CUST02242,Hyderabad,Male,25-30,Organic Search,No,2023-01-16,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD007898,CUST02408,Delhi,Other,18-24,Instagram Ad,No,2023-01-16,Dog Food - Chicken 1kg,Pet Care,599,2,1198,5,No
ORD002176,CUST00266,Lucknow,Male,36-45,Referral,No,2023-01-16,Moisturiser SPF 50,Skincare,499,3,1497,0,No
ORD001607,CUST02192,Chennai,Other,18-24,Referral,Yes,2023-01-16,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD002395,CUST01735,Chennai,Male,25-30,Google Ad,No,2023-01-16,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD006534,CUST01123,Pune,Male,31-35,Instagram Ad,No,2023-01-16,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD007466,CUST01738,Mumbai,Male,36-45,Referral,No,2023-01-16,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD006156,CUST00224,Delhi,Female,36-45,Organic Search,Yes,2023-01-16,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No
ORD002865,CUST01058,Mumbai,Female,25-30,Organic Search,No,2023-01-17,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD007432,CUST01428,Ahmedabad,Male,31-35,Instagram Ad,No,2023-01-17,Vitamin C Serum,Skincare,599,2,1198,15,No
ORD005692,CUST02992,Bangalore,Female,25-30,Referral,Yes,2023-01-17,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD006268,CUST02076,Delhi,Other,31-35,Organic Search,Yes,2023-01-17,Muesli - No Added Sugar,Nutrition,299,1,299,10,No
ORD005768,CUST01570,Delhi,Other,18-24,Referral,Yes,2023-01-17,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD004418,CUST00745,Mumbai,Male,36-45,Organic Search,No,2023-01-17,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD005488,CUST00151,Delhi,Female,18-24,Instagram Ad,Yes,2023-01-17,Face Wash - Charcoal,Skincare,299,2,598,0,No
ORD003099,CUST02548,Mumbai,Male,18-24,Organic Search,No,2023-01-18,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD006734,CUST00072,Mumbai,Male,25-30,Google Ad,No,2023-01-18,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD004650,CUST00481,Mumbai,Other,31-35,Organic Search,No,2023-01-18,Face Wash - Charcoal,Skincare,299,1,299,10,No
ORD007981,CUST02983,Delhi,Other,25-30,Organic Search,No,2023-01-18,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD007544,CUST01926,Chennai,Other,45+,Organic Search,No,2023-01-18,Sanitary Pads - Heavy Flow,Wellness,249,1,249,10,No
ORD003632,CUST02135,Kolkata,Female,18-24,Google Ad,No,2023-01-19,Shampoo - Anti Dandruff,Haircare,349,2,698,5,Yes
ORD002087,CUST01452,Mumbai,Female,25-30,Instagram Ad,No,2023-01-19,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD004460,CUST01318,Delhi,Male,36-45,Instagram Ad,Yes,2023-01-19,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD006138,CUST02515,Chennai,Other,25-30,Google Ad,No,2023-01-19,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD003222,CUST00760,Lucknow,Female,25-30,Instagram Ad,No,2023-01-19,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD001017,CUST00623,Delhi,Female,25-30,Instagram Ad,Yes,2023-01-19,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
